trading_day,avg_close_price
2026-05-28,311.1210021972656
2026-05-29,311.59429931640625
2026-05-30,311.75750732421875
2026-06-01,306.89501953125
2026-06-02,311.1728515625
2026-06-03,312.11073085239957
2026-06-04,310.73714773995533
2026-06-05,312.1415710449219
2026-06-06,308.15000915527344
